d,caseno,tot,ctot
401,195,1,1
401,196,1,2
401,197,1,3
401,198,1,4
401,199,1,5
401,200,1,6
401,201,1,7
401,202,1,8
401,203,1,9
401,204,1,10
401,205,1,11
401,206,1,12
401,207,1,13
401,208,1,14
401,209,1,15
401,210,1,16
401,211,1,17
403,351-376,26,43
405,559-560,2,45
408,698,1,46
410,883-890,8,54
411,935,1,55
412,1016,1,56
414,1180-1188,9,65
417,1279,1,66
418,1332-1334,3,69
419,1437-1441,5,74
420,1498-1499,2,76
422,1614,1,77
423,1659,1,78
423,1660,1,79
423,1661,1,80
