d,caseno,tot,ctot
401,212,1,1
401,213,1,2
401,214,1,3
401,215,1,4
401,216,1,5
401,217,1,6
401,218,1,7
401,219,1,8
401,220,1,9
401,221,1,10
401,222,1,11
401,223,1,12
401,224,1,13
401,225,1,14
401,226,1,15
401,227,1,16
401,228,1,17
401,229,1,18
401,230,1,19
401,231,1,20
403,377,1,21
404,434,1,22
405,571,1,23
408,705-720,16,39
409,798,1,40
415,1230,1,41
417,1303-1304,2,43
