2216,HOUSING,"21,92,61,37","26,91,90,52","30,63,49,12","39,41,79,04"
2217,URBAN DEVELOPMENT,"4,95,10,50","6,14,36,44","1,22,99,87","7,03,86,13"
2251,SECRETARIAT - SOCIAL SERVICES,"9,07,92","9,12,80","9,20,81","10,08,80"
4216,CAPITAL OUTLAY ON HOUSING,"2,02,50",14,13,"2,05,20,03"
4217,CAPITAL OUTLAY ON URBAN DEVELOPMENT,"4,13,75,00","8,59,12,00","4,91,00,00","1,59,00,00"
6216,LOANS FOR HOUSING,,2,2,"9,00,01"
6217,LOANS FOR URBAN DEVELOPMENT,"6,00,00,00","19,31,00,00","2,50,00,00","30,00,00,01"
7610,LOANS TO GOVERNMENT SERVANTS ETC.,"1,17,49,88","1,60,00,01","1,50,15,31","1,60,25,00"
