48,01,Secretariat Voted,"16,90,62,59","1,92,00,07","7,68,10,00","26,50,72,66"
48,02,Directorate of Motor Vehicles Maintenance Voted,"65,53,36",,,"65,53,36"
48,,Total,"17,56,15,95","1,92,00,07","7,68,10,00","27,16,26,02"
