50,01,PENSION AND OTHER RETIREMENT BENEFITS Charged,"16,09,67",,,"16,09,67"
50,01,PENSION AND OTHER RETIREMENT BENEFITS Voted,"3,51,42,74,33",,,"3,51,42,74,33"
50,Total Charged,"16,09,67",,,"16,09,67"
50,Total Voted,"3,51,42,74,33",,,"3,51,42,74,33"
