47,01,Commissionerate of Hindu Religious and Charitable Endowments Charged,"3,00,00",,,"3,00,00"
47,01,Commissionerate of Hindu Religious and Charitable Endowments Voted,"2,78,16,88" 1,,"2,78,16,89"
47,,Total Charged,"3,00,00",,,"3,00,00"
47,,Total Voted,"2,78,16,88","1",,"2,78,16,89"
