
46,01,Secretariat Voted,"10,26,69",,"25,00","10,51,69"
46,02,Directorate of Tamil Development Charged,1,,,1
46,02,Directorate of Tamil Development Voted,"62,39,43",,,"62,39,43"
46,03,Directorate of Tamil Etymological Dictionary Project Voted,"1,16,87",,,"1,16,87"
46,,Total Charged,1,,,1
46,,Total Voted,"73,82,99",,"25,00","74,07,99"   
