2204,SPORTS AND YOUTH SERVICES,"2,05,58,90","1,63,24,03","2,99,15,99","2,13,85,23"
2251,SECRETARIAT - SOCIAL SERVICES,"1,95,95","1,88,92","2,10,86","2,25,06"
4202,"CAPITAL OUTLAY ON EDUCATION, SPORTS, ART AND CULTURE","15,18","2,85,75","3,20,84","1,50,00"
7610,LOANS TO GOVERNMENT SERVANTS ETC.,,1,1,"25,00"
