2012,PRESIDENT/ VICE-PRESIDENT/GOVERNOR/ ADMINISTRATOR OF UNION TERRITORIES,"11,10,20","16,25,03","16,06,74","16,69,73"
2013,COUNCIL OF MINISTERS,"7,73,24","12,27,74","10,11,96","9,79,85"
2052,SECRETARIAT - GENERAL SERVICES,"27,32,50","27,52,98","29,56,87","32,40,22"
2059,PUBLIC WORKS,"5,18,67","5,79,03","5,71,00","5,89,03"
