2425,CO-OPERATION,"73,00",1,"2,52,92","1,63,37"
2851,VILLAGE AND SMALL INDUSTRIES,"5,42,42,24","3,88,63,11","4,48,26,61","5,48,74,38"
2852,INDUSTRIES,"12,83,97","12,57,35","18,31,16","18,86,26"
2885,OTHER OUTLAYS ON INDUSTRIES AND MINERALS,"- 3,40",,1,
3451,SECRETARIAT - ECONOMIC SERVICES,"4,34,30","4,05,70","6,10,53","6,47,91"
4059,CAPITAL OUTLAY ON PUBLIC WORKS,"37,36",,"10,50","1,65,00"
4851,CAPITAL OUTLAY ON VILLAGE AND SMALL INDUSTRIES,"47,72,14","71,00,00","49,87,50","30,00,04"
7610,LOANS TO GOVERNMENT SERVANTS ETC.,,1,"1","25,00"
