33,01,Secretariat Voted,"10,99,32",, 25,00,"11,24,32"
33,02,Directorate of Legal Studies Voted,"40,60,44",,,"40,60,44"
33,03,State Official Language (Legislation) Commission Voted,"4,85,31",,,"4,85,31"
33,04,Tamilnadu Dr. Ambedkar Law University Voted,"5,53,01",,,"5,53,01"
33,05,State Law Commission Voted,"2,47,91",,,"2,47,91"
33,,Total Voted,"64,45,99",,"25,00","64,70,99" 
