24,01,Prisons (IGP) Charged,4,,4
24,01,Prisons (IGP) Voted,"3,80,58,54","12,15,49",,"3,92,74,03"
24,,Total Charged,4,,4
24,,Total Voted,"3,80,58,54","12,15,49",,"3,92,74,03"
