44,01,Secretariat Voted,"6,47,91",,"25,00","6,72,91"
44,02,Commissionerate of Industries and Commerce Charged,1,,,1
44,02,Commissionerate of Industries and Commerce Voted,"5,69,24,00","31,65,04",,"6,00,89,04"
44,,Total Charged,1,,,1
44,,Total Voted,"5,75,71,91","31,65,04",""25,00","6,07,61,95"
