#0040, "TAXES ON SALES, TRADE ETC."
"Receipts under Central Sales Tax Act","565,37,62"
"Receipts under State Sales Tax Act","42,258,51,00"
"Value Added Tax (VAT) Receipts","- 122,81,28"
