0.08,0.08,41.74,41.74
26.62,26.7,232.09,273.83
8.5,35.2,17.36,291.19
19.08,54.28,61.01,352.2
41.38,95.66,1075.95,1428.15
4689.84,4785.5,2.12,1430.27
214.6,5000.1,146.71,1576.98
160.69,5160.79,9.7,1586.68
82.95,5243.74,54.19,1640.87
119.76,5363.5,152.16,1793.03
12.29,5375.79,3.52,1796.55
,,46.78,1843.33
