0.48,0.48,53.48,53.48
23.86,24.28,1.83,2.37
2.82,27.1,3.76,6.12
0.62,27.72,0.4,6.53
5.66,33.38,3.51,10.03
12.68,46.06,0.44,10.47
0.75,46.81,0.38,10.85
0.62,47.44,0.59,11.45
0.43,47.87,0.9,12.34
1.23,49.1,0.67,13.02
0.63,49.72,3542.35,3555.37
