1896.39,1896.39,1941.1,1941.1
2015.4,3911.79,1797.54,3738.64
1665.24,5577.03,2008.9,5747.54
2683.78,8260.81,2069.3,7816.84
2080.27,10341.08,1786.12,9602.96
1760.74,12101.82,1989.76,11592.72
2045.02,14146.84,1955.49,13548.21
2042.65,16189.49,1785.48,15333.69
2215.1,18404.59,1791.15,17124.84
2109.43,20514.02,1991.35,19116.19
1879.97,22393.99,1970.47,21086.66
,,1931.92,23018.58
