136.45,-1561.73,-800.75
-1288.6,-5460.47,-3950.9
-943.88,-6319.51,-4180.16
-3082.79,-10325.58,-6850.57
-2354.13,-11593.72,-7456.05
-3847.25,-14704.22,-10040.48
-4640.33,-17500.73,-10913.82
-3572.99,-20123.76,-11353.59
-3404.81,-21715.21,-12055.77
-6414.53,-26383.82,-15572.45
-4482.69,-26659.92,-14803.82
