1585.73,1585.73,4589.01,4589.01
3041.63,4627.36,4213.3,8802.31
5220.01,9847.37,2467.51,11269.82
4472.16,14319.53,3466.5,14736.32
4041.44,18360.97,4489.39,19225.71
3988.93,22349.9,2811.36,22037.07
3366.32,25716.22,3966.84,26003.91
3712.24,29428.46,4360.67,30364.58
3560.7,32989.16,1723.55,32088.13
7995.4,40984.56,2935.88,35024.01
3222.54,44207.1,3280.67,38304.68
,,5154.18,43458.86
