City Name,Total No. of Live Births (in Thousands)-2013-14,Total No. of Live Births (in Thousands)-2014-15,Total No. of Live Births (in Thousands)-2015-16,Total No. of Live Births (in Thousands)-2016-17,Total No. of Live Births (in Thousands)-2017-18,No. of Deaths - Total (in Thousands)-2013-14,No. of Deaths - Total (in Thousands)-2014-15,No. of Deaths - Total (in Thousands)-2015-16,No. of Deaths - Total (in Thousands)-2016-17,No. of Deaths - Total (in Thousands)-2017-18,No. of Deaths - Male (in Thousands)-2013-14,No. of Deaths - Male (in Thousands)-2014-15,No. of Deaths - Male (in Thousands)-2015-16,No. of Deaths - Male (in Thousands)-2016-17,No. of Deaths - Male (in Thousands)-2017-18,No. of Deaths - Female (in Thousands)-2013-14,No. of Deaths - Female (in Thousands)-2014-15,No. of Deaths - Female (in Thousands)-2015-16,No. of Deaths - Female (in Thousands)-2016-17,No. of Deaths - Female (in Thousands)-2017-18,No. of Deaths - Infants (0-1 year) (in Thousands)-2013-14,No. of Deaths - Infants (0-1 year) (in Thousands)-2014-15,No. of Deaths - Infants (0-1 year) (in Thousands)-2015-16,No. of Deaths - Infants (0-1 year) (in Thousands)-2016-17,No. of Deaths - Infants (0-1 year) (in Thousands)-2017-18,No. of Deaths - Children (1-5 years) (in Thousands)-2013-14,No. of Deaths - Children (1-5 years)(in Thousands)-2014-15,No. of Deaths - Children (1-5 years)(in Thousands)-2015-16,No. of Deaths - Children (1-5 years)(in Thousands)-2016-17,No. of Deaths - Children (1-5 years)(in Thousands)-2017-18,No. of Deaths - age above 5 years (in Thousands)-2013-14,No. of Deaths - age above 5 years (in Thousands)-2014-15,No. of Deaths - age above 5 years (in Thousands)-2015-16,No. of Deaths - age above 5 years (in Thousands)-2016-17,No. of Deaths - age above 5 years (in Thousands)-2017-18
Bengaluru,138594,144632,150990,148969,146036,46678,50843,57111,56198,59384,27609,30495,34362,34212,36384,19069,20348,22749,21986,23000,1852,1626,1874,886,1221,147,226,251,1294,864,44679,48991,54986,54018,57299
