922_ManufacturingSectorEmployment.csv:Andhra Pradesh,9.7
922_ManufacturingSectorEmployment.csv:Karnataka,12.3
922_ManufacturingSectorEmployment.csv:Kerala,11.3
922_ManufacturingSectorEmployment.csv:Tamil Nadu,19.5
922_ManufacturingSectorEmployment.csv:Telangana,12.3
9c1_InternetSubscribersPercentageOfTotPop.csv:Andhra Pradesh,28.13,35.70,41.91,54.53
9c1_InternetSubscribersPercentageOfTotPop.csv:Karnataka,5.85,7.17,9.15,10.32
9c1_InternetSubscribersPercentageOfTotPop.csv:Kerala,63.26,74.70,88.88,111.16
9c1_InternetSubscribersPercentageOfTotPop.csv:Tamil Nadu,11.66,14.70,16.98,21.88
