Indian exclusive economic zone-wise potential of fishery resources during
"Resource
2015-17
2017-18"
"Total (in Million Tonne/Year)
3.078
5.311"
"Source: Department of Fisheries, Ministry of Animal Husbandry, Dairying & Fisheries"
